Price,Close,High,Low,Open,Volume,MA_7,MA_21,MA_50,RSI,BB_middle,BB_upper,BB_lower,MACD,MACD_signal,Volatility,Price_Change,Volume_Change,Future_Price,Price_Direction,Future_Return,Sentiment_Score
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,,,,,,,,,,,,,
Datetime,,,,,,,,,,,,,,,,,,,,,
2024-08-28 04:00:00+00:00,59303.94140625,59642.328125,59303.94140625,59599.23046875,326336512,59416.256138392855,61149.43843005953,62472.858515625,23.13899237853103,61066.1783203125,63717.248956165466,58415.10768445954,-938.2810404405609,-779.0595941497864,1045.0100046885716,-0.005547701395663407,0.913306596863668,59326.359375,1,0.037801819269363754,-0.13190673660185437
2024-08-28 05:00:00+00:00,59326.359375,59491.640625,59282.1796875,59302.76171875,317083648,59386.68638392857,60983.329799107145,62376.945,24.387976820720723,60898.0701171875,63542.37253744233,58253.767696932664,-934.9925110255936,-810.2462081126898,824.7240676874651,0.0003780181926935633,-0.028353750376543863,59211.10546875,0,-0.19427099094600392,0.1972252023323941
2024-08-28 06:00:00+00:00,59211.10546875,59352.6953125,59158.99609375,59314.8984375,0,59342.63950892857,60817.73846726191,62280.648515625,24.110774468431416,60742.3310546875,63399.424400986645,58085.237708388355,-930.8756979488389,-834.372125010024,358.72800746444796,-0.0019427099094599942,-1.0,58616.234375,0,-1.0046613537116895,-0.043914191165883354
2024-08-28 07:00:00+00:00,58616.234375,59281.69140625,58616.234375,59196.51171875,764833792,59272.11383928572,60641.08835565476,62173.358515625,16.282201597002597,60552.01015625,63247.349430324866,57856.67088217513,-964.1647901885808,-860.3306743401808,288.8109473837409,-0.010046613537116889,inf,59276.58984375,1,1.1265743625312847,-0.36548878770395854
2024-08-28 08:00:00+00:00,59276.58984375,59283.8984375,58579.80078125,58631.05859375,1143951360,59249.49609375,60491.27585565476,62084.372734375,23.616204410965793,60394.383203125,62994.555367715,57794.211038534995,-926.8961885234166,-873.6437838622475,277.6240760759473,0.01126574362531274,0.49568621570528104,60181.64453125,1,1.5268332572532883,0.40690926981332115
2024-08-28 09:00:00+00:00,60181.64453125,60181.64453125,59207.94140625,59255.390625,890781696,59364.37890625,60384.25279017857,62014.8521875,35.9122472013249,60290.0857421875,62736.69600253132,57843.47548184368,-815.3462020997395,-861.984262825714,394.97349373643794,0.015268332572532906,-0.221311563456684,59758.5625,0,-0.7030084248201457,0.4816138675154367
2024-08-28 10:00:00+00:00,59758.5625,60199.6875,59729.20703125,60199.6875,0,59382.0625,60264.775111607145,61934.805,33.563308942224964,60186.4482421875,62531.67209183133,57841.22439254367,-752.2255859909565,-840.0325204037446,404.7981557953694,-0.007030084248201507,-1.0,59956.0703125,1,0.3305096445383873,-0.17098063926360915
2024-08-28 11:00:00+00:00,59956.0703125,60081.890625,59730.3515625,59771.52734375,11124736,59475.22377232143,60175.477864583336,61857.605859375,45.6793900953805,60101.2576171875,62342.604557343366,57859.91067703163,-678.5187570493872,-807.7297594275074,440.06500414465313,0.0033050964453837928,inf,59996.98828125,1,0.06824658210041024,0.2371319497113695
2024-08-28 12:00:00+00:00,59996.98828125,60143.35546875,59905.36328125,59945.23828125,0,59571.02790178572,60096.29241071428,61781.366328125,55.32492772504832,60021.2568359375,62149.16087697508,57893.35279489992,-609.7875889830611,-768.1413171957479,469.13411712860636,0.0006824658210040635,-1.0,59400.36328125,0,-0.9944249154693897,0.31578864241880206
2024-08-28 15:00:00+00:00,59007.1484375,59210.33984375,58507.59765625,59210.33984375,176193536,59643.96819196428,59715.43694196428,61506.937109375,45.34521131621857,59606.995703125,60965.89106266838,58248.100343581624,-602.0240125190612,-685.1398276126929,497.1593907714412,-0.0033754718614352752,inf,59194.60546875,1,0.3176852910432595,-0.09062751605984282
2024-08-28 16:00:00+00:00,59194.60546875,59194.60546875,57913.9921875,59013.67578125,1837461504,59502.962611607145,59587.358072916664,61421.914609375,48.06494176471756,59472.5212890625,60317.88719189889,58627.155386226106,-586.1991550767561,-665.3516914383583,498.10801106949253,0.0031768529104325705,9.428654454156593,58663.00390625,0,-0.8980574467729884,0.22117989929365084
2024-08-28 17:00:00+00:00,58663.00390625,59197.734375,58663.00390625,59197.734375,637906944,59346.45424107143,59433.97284226191,61323.475703125,40.280701425385644,59385.4734375,60184.25523052625,58586.69164447374,-609.3920430406797,-654.1597610044879,489.45465728259313,-0.00898057446772993,-0.65283248513706,59391.37109375,1,1.2416124968029454,-0.11086167727349211
2024-08-28 18:00:00+00:00,59391.37109375,59398.24609375,58632.1953125,58653.66015625,726409216,59265.782924107145,59385.75427827381,61237.353203125,50.810025174404046,59378.374609375,60174.14088115624,58582.60833759376,-562.6792528451988,-635.8636583861061,485.8992004726866,0.012416124968029463,0.13873853049011498,59155.9140625,0,-0.3964498998993106,0.17384391823857948
2024-08-28 19:00:00+00:00,59155.9140625,59822.64453125,59155.9140625,59503.2421875,1142468608,59145.62946428572,59367.78125,61152.273515625,48.480816099157444,59360.1986328125,60158.99938421029,58561.397881414705,-538.3997274156645,-616.3708713511786,424.7254902390371,-0.0039644989989930934,0.5727617200275168,59374.25,1,0.3690855613680849,-0.28016296009919966
2024-08-28 20:00:00+00:00,59374.25,59522.9453125,58903.37109375,58903.37109375,1529135104,59141.89899553572,59360.86774553572,61066.895859375,51.42787398742828,59373.4154296875,60163.47924355926,58583.351615815736,-495.86594943425007,-592.2698861360985,402.7927719292734,0.0036908556136807658,0.338448245573151,59162.625,0,-0.35642555484911387,0.27560397714911433
2024-08-28 21:00:00+00:00,59162.625,59470.80859375,59128.8203125,59361.19140625,0,59135.55970982143,59363.37779017857,60983.958671875,55.125998806782285,59359.8009765625,60154.771667737936,58564.83028538707,-473.73278562829364,-568.5624653800471,340.04674464027414,-0.0035642555484911576,-1.0,59184.01953125,1,0.03616224136437489,-0.24929682532301523
2024-08-29 06:00:00+00:00,59590.1171875,59741.38671875,59398.0390625,59460.38671875,287612928,59251.545200892855,59297.36607142857,60296.243515625,56.47023338620234,59274.30625,59893.65241927538,58654.960080724624,-229.1553968471635,-355.2454996169224,179.19374466491183,0.0023157955045998158,inf,59599.828125,1,0.01629622151848533,0.3054039184111236
2024-08-29 07:00:00+00:00,59599.828125,59706.8359375,59536.41015625,59585.796875,0,59309.62109375,59289.807291666664,60225.2359375,68.48141201202775,59256.494140625,59810.3072949442,58702.6809863058,-187.5232957039334,-321.7010587348896,215.03344794460446,0.00016296221518485865,-1.0,59539.84765625,0,-0.10063866060855356,0.12871944319478373
2024-08-29 11:00:00+00:00,60135.0078125,60465.23046875,59652.72265625,59687.1171875,839774208,59658.85044642857,59309.29055059524,59981.22125,77.0729107756558,59324.39765625,59955.97861591604,58692.81669658396,-33.10098085545178,-186.08273512745768,295.681304071543,0.007240824884024999,inf,60331.46875,1,0.3266997787920176,0.35306557670404315
2024-08-29 12:00:00+00:00,60331.46875,60489.5546875,60030.33984375,60106.28515625,664461312,59784.42633928572,59372.353422619046,59941.332890625,79.10939695614172,59381.2408203125,60152.77001760813,58609.711623016876,31.249141101980058,-142.61635983934974,364.444316639136,0.0032669977879202783,-0.20876194378191715,60623.84375,1,0.4846144243753389,0.29861248661628803
2024-08-29 13:00:00+00:00,60623.84375,60659.23046875,60226.7265625,60332.27734375,517238784,59932.1015625,59440.412388392855,59905.35671875,87.70063370183635,59479.2828125,60357.48975578151,58601.07586921849,104.6170414984881,-93.16967953335876,440.8077147771803,0.004846144243753292,-0.22156674187224912,60836.171875,1,0.35023863857197274,0.2057390976095103
2024-08-29 14:00:00+00:00,60836.171875,60922.828125,60485.08203125,60643.08203125,0,60108.72209821428,59543.896577380954,59873.497578125,87.99062735987108,59551.5228515625,60617.00740257261,58486.03830055238,177.8335593532538,-38.9690317223422,502.8167667763854,0.003502386385719758,-1.0,60816.8828125,0,-0.031706568486316346,0.23134006646960018
2024-08-29 18:00:00+00:00,59190.5390625,60532.484375,58965.5625,60532.484375,1106309120,60378.25,59723.52064732143,59743.50703125,49.82196200262875,59750.495703125,60998.49515865238,58502.49624759762,146.6502587495561,106.09753131518124,551.6499110111465,-0.021883901282220397,inf,59216.83984375,1,0.04443409650692434,-0.608006265051309
2024-08-29 19:00:00+00:00,59216.83984375,59683.40234375,58985.90625,59178.6484375,330094592,60219.017299107145,59725.08351934524,59689.59984375,46.66981024770609,59759.740234375,60987.91027605755,58531.57019269245,69.86533734327531,98.85109251932393,608.0516649833158,0.00044434096506917875,-0.7016253540420962,59488.68359375,1,0.45906493949573973,0.30719663983200995
2024-08-29 20:00:00+00:00,59488.68359375,59500.1796875,59269.01953125,59284.7109375,0,60056.8515625,59746.83277529762,59637.308046875,48.618622292915695,59774.5095703125,60980.909940354424,58568.10920027057,30.587344849089277,85.1983429830521,629.7170857831034,0.004590649394957458,-1.0,59519.5234375,1,0.05184152999687506,0.3889015281900025
2024-08-29 22:00:00+00:00,59228.8203125,59517.12890625,58888.50390625,59517.12890625,382691328,59641.892857142855,59773.545014880954,59536.9078125,46.03616798208626,59804.0365234375,60953.53449423989,58654.53855263511,-43.73565432734176,46.08777792075316,705.7371719492289,-0.004884164190347762,inf,59379.078125,1,0.2536903684848315,-0.19399410129021424
2024-08-29 23:00:00+00:00,59379.078125,59388.42578125,59159.4140625,59221.25390625,84408320,59505.474888392855,59783.80040922619,59516.41015625,47.35260319985857,59814.8287109375,60942.847407023146,58686.81001485186,-67.02828020809102,23.46456629309672,688.5396093172556,0.0025369036848483795,-0.7794349810821948,59203.6328125,0,-0.2954665482186618,0.28445567461854077
2024-08-30 00:00:00+00:00,59203.6328125,59472.11328125,59166.9375,59374.44140625,0,59318.15959821428,59785.72414434524,59509.815859375,43.893061174545146,59814.8140625,60942.866168555636,58686.76195644437,-98.5051453862834,-0.9293760444075836,619.4806089647554,-0.0029546654821865914,-1.0,59239.68359375,1,0.060892853254755665,-0.40985517862139476
2024-08-30 01:00:00+00:00,59239.68359375,59311.83984375,58996.55078125,59202.45703125,104196096,59325.18024553572,59787.42689732143,59504.220859375,37.86794012811542,59804.1763671875,60950.48187006852,58657.87086430648,-119.168726317861,-24.57724610036105,487.1359509801135,0.0006089285325474592,inf,59201.078125,0,-0.06516825615536039,0.24384249197197
2024-08-30 02:00:00+00:00,59201.078125,59322.11328125,59083.9140625,59200.73046875,0,59322.92857142857,59775.45740327381,59506.044140625,33.99811547368631,59784.7244140625,60959.18205291286,58610.266775212134,-137.07886681830132,-47.07757024491031,404.51245925044697,-0.0006516825615535682,-1.0,59069.96875,0,-0.22146450563479497,-0.4404929223022099
2024-08-30 03:00:00+00:00,59069.96875,59197.76953125,58924.578125,59197.76953125,429301760,59263.11216517857,59750.68843005953,59498.745234375,26.950871573560534,59758.2314453125,60973.447909862865,58543.014980762135,-160.0052580543561,-69.66310780757135,142.50203750606664,-0.0022146450563479414,inf,59035.92578125,0,-0.05763160108324926,-0.20631065078578653
2024-08-30 04:00:00+00:00,59035.92578125,59150.4921875,59023.26171875,59047.49609375,0,59194.02678571428,59723.8359375,59491.914453125,21.80510742327303,59733.0353515625,60987.57696588764,58478.49373723737,-178.8591013378682,-91.50230651422783,159.86730571378533,-0.0005763160108325227,-1.0,58866.421875,0,-0.28711992571790074,-0.24248610512229926
2024-08-30 05:00:00+00:00,58866.421875,59022.9296875,58710.51171875,59022.9296875,327313408,59142.255580357145,59691.76804315476,59476.54734375,20.825231146054392,59696.75625,61009.10330212803,58384.409197871966,-205.1112830453785,-114.22410182095494,202.65040224838702,-0.0028711992571790468,inf,59351.1796875,1,0.8234878170943696,-0.3215418052876101
2024-08-30 06:00:00+00:00,59351.1796875,59351.78125,58707.625,58779.109375,0,59138.27008928572,59680.30022321428,59477.492109375,35.3072877553237,59679.1796875,61000.57601603784,58357.78335896216,-184.67852636700263,-128.31498673041102,186.67668158591712,0.008234878170943594,-1.0,59316.0,0,-0.05927377970451566,0.37277588269842793
2024-08-30 07:00:00+00:00,59316.0,59576.765625,59271.77734375,59363.5078125,510117888,59154.322544642855,59661.885416666664,59477.284921875,31.261928689788732,59638.229296875,60950.88034980671,58325.57824394329,-169.3712216282147,-136.5262337100867,158.01965787898112,-0.0005927377970451619,inf,59435.06640625,1,0.20073235931283295,-0.2456789985908517
2024-08-30 08:00:00+00:00,59435.06640625,59548.94140625,59304.25390625,59309.1171875,108175360,59182.234375,59628.55487351191,59481.764140625,56.132479344186486,59593.4091796875,60867.02963870948,58319.78872066552,-145.95143768400885,-138.41127450489225,176.18405367802094,0.002007323593128385,-0.7879404691646492,59559.2421875,1,0.20892679819895357,0.2212940956025962
2024-08-30 09:00:00+00:00,59559.2421875,59656.2578125,59434.109375,59451.15234375,71708672,59233.400669642855,59591.78218005953,59500.624296875,58.185247784553034,59540.1791015625,60717.841483268254,58362.51671985674,-116.03499873263354,-133.93601935040041,202.64226004761315,0.0020892679819894955,-0.337107156380159,59605.87109375,1,0.07828995893400781,0.358366014470314
2024-08-30 10:00:00+00:00,59605.87109375,59641.27734375,59447.1484375,59578.76953125,0,59309.95814732143,59543.307291666664,59507.209921875,53.13945457209233,59478.6640625,60487.75509939475,58469.57302560525,-87.5546793286776,-124.65975134598936,234.69438255378142,0.0007828995893399693,-1.0,59398.61328125,0,-0.34771375486488293,0.21824034279024251
2024-08-30 12:00:00+00:00,59536.578125,59823.2109375,59401.74609375,59401.74609375,63342592,59457.50725446428,59413.88523065476,59487.109609375,58.141539148334616,59367.879296875,60029.39567813149,58706.362915618505,-63.53762080139859,-105.41370581230908,248.36295726794663,0.002322694691486271,inf,59626.6640625,1,0.15131191670246835,0.3170496774809221
2024-08-30 13:00:00+00:00,59626.6640625,59626.6640625,58981.38671875,59541.35546875,0,59496.86216517857,59380.20238095238,59480.521484375,56.76510519844252,59323.4705078125,59731.45061068068,58915.490404944314,-42.12318884758133,-92.75560241931709,249.10772877616725,0.00151311916702479,-1.0,58493.59765625,0,-1.9002679825628557,0.30433181223818495
2024-08-30 14:00:00+00:00,58493.59765625,59781.671875,58493.59765625,59648.3984375,651507712,59379.37611607143,59283.95275297619,59450.453671875,37.263925538012245,59288.6234375,59838.71600291976,58738.530872080235,-115.2436997670302,-97.25322188887291,363.4676962711152,-0.019002679825628532,inf,58034.6484375,0,-0.7846144486566071,-0.15681438247532584
2024-08-30 15:00:00+00:00,58034.6484375,58614.1640625,58020.82421875,58464.515625,1816457216,59179.31640625,59228.91034226191,59423.139375,31.232288671685367,59229.5138671875,60015.547251406984,58443.48048296802,-207.82646153304813,-119.36786981775987,533.7913452652379,-0.007846144486566065,1.7880824471345629,58495.13671875,1,0.7934713031748949,-0.18903148309882303
2024-08-30 16:00:00+00:00,58495.13671875,58559.04296875,57925.1953125,58088.8515625,977539072,59027.30133928572,59194.54352678572,59408.902109375,40.28238568477292,59179.8365234375,60020.583605326785,58339.08944154822,-241.26328158065007,-143.7469521703837,579.8750035671314,0.007934713031748863,-0.46184305174408247,58630.8359375,1,0.2319837620047874,0.24082822628456088
2024-08-30 17:00:00+00:00,58630.8359375,58685.125,58399.19921875,58539.0859375,237240320,58888.01060267857,59153.693638392855,59401.375859375,43.962759844388735,59135.4021484375,59994.298690794036,58276.50560608096,-253.8865515816433,-165.7748720526687,598.2864262617026,0.0023198376200479487,-0.7573086060748271,59321.30078125,1,1.1776479606840844,0.28043177672401726
2024-08-30 18:00:00+00:00,59321.30078125,59332.9375,58620.7265625,58620.7265625,0,58876.96595982143,59144.25446428572,59403.909765625,53.32350088528426,59140.026171875,60002.03047656467,58278.02186718532,-205.80738422052673,-173.78137448624994,591.8660988060507,0.011776479606840917,-1.0,58793.48046875,0,-0.8897652370206134,0.08707421023084225
2024-08-31 00:00:00+00:00,59241.39453125,59419.83984375,59100.74609375,59119.34765625,130541568,59109.513392857145,59102.494047619046,59394.191953125,45.99669458932074,59105.8224609375,59974.79810494951,58236.8468169255,-96.35501348113758,-148.69385783273162,406.8297844483274,0.0020811004089320573,inf,59281.734375,1,0.06809401444579537,0.30596158436955484
2024-08-31 01:00:00+00:00,59281.734375,59318.73828125,59202.19140625,59235.99609375,0,59103.861049107145,59114.19921875,59399.18765625,48.66737155841946,59126.5880859375,59991.314610311165,58261.86156156384,-72.64887437263678,-133.48486114070883,288.5044970526763,0.0006809401444578533,-1.0,59185.0234375,0,-0.16313783413999516,0.2287820614357965
2024-09-01 01:00:00+00:00,58836.39453125,58937.203125,58836.39453125,58925.96484375,21925888,58950.08928571428,59022.34802827381,59087.29,39.326467057327264,59011.7263671875,59217.358384139305,58806.09435023569,-61.211043897223135,-55.37353423195689,69.34591785665904,-0.0018940143196812809,inf,58527.16015625,0,-0.5255834886955133,-0.27478500336296124
2024-09-01 02:00:00+00:00,58527.16015625,58835.546875,58308.25,58831.765625,862864384,58902.782924107145,58988.65178571428,59073.760546875,27.479089243117613,58980.1123046875,59268.06230087342,58692.16230850158,-92.05057308020332,-62.70894200160617,150.63130558521112,-0.005255834886955135,38.35368017933869,58521.00390625,0,-0.010518620728503921,-0.1814960050634602
2024-09-01 03:00:00+00:00,58521.00390625,58663.4765625,58425.23828125,58533.82421875,252102656,58841.28515625,58958.25,59059.386953125,32.912638026277875,58951.0685546875,59298.36785816174,58603.76925121326,-115.65467931182502,-73.29808946364994,190.9910556741838,-0.00010518620728505734,-0.7078304995840459,58415.5859375,0,-0.1801369793978217,-0.1415545473929345
2024-09-01 04:00:00+00:00,58415.5859375,58592.1953125,58386.17578125,58516.03515625,147733504,58746.72209821428,58925.56938244047,59043.677109375,20.504595166182682,58921.5640625,59341.90958762811,58501.21853737189,-141.23928694587812,-86.88632896009558,235.29769743630035,-0.0018013697939782691,-0.41399465462196483,58020.26953125,0,-0.676731046869849,-0.31456557603617996
2024-09-01 05:00:00+00:00,58020.26953125,58445.03515625,57811.04296875,58431.7265625,1310215168,58604.83314732143,58878.64527529762,59022.683125,16.80207323083772,58876.20078125,59458.46837116082,58293.93319133918,-191.20969893864822,-107.75100295580613,341.85848062386555,-0.006767310468698495,7.868774736433517,58205.1796875,1,0.3186992369113461,-0.35395302054114236
2024-09-01 06:00:00+00:00,58205.1796875,58248.08984375,57985.92578125,57985.92578125,332211200,58496.23381696428,58844.247395833336,59006.068203125,26.902251145978326,58830.1359375,59471.78033642984,58188.49153857017,-213.43067349543708,-128.88693706373232,368.02099598216154,0.0031869923691134616,-0.7464453105766518,58431.32421875,1,0.3885299082730368,0.22329177497054725
2024-09-01 07:00:00+00:00,58431.32421875,58454.69921875,58139.29296875,58196.98046875,281401344,58422.41685267857,58811.14490327381,58997.36625,34.90458894611942,58795.8515625,59446.17221142432,58145.53091357568,-210.36806357734895,-145.18316236645566,340.93302676433325,0.003885299082730276,-0.15294444016336595,58240.390625,0,-0.3267658166280808,0.3511585385883108
2024-09-01 08:00:00+00:00,58240.390625,58496.890625,58203.98828125,58456.74609375,185065472,58337.2734375,58769.401041666664,58975.15046875,32.43392646077399,58747.1416015625,59411.19572023466,58083.08748289034,-220.80233571304416,-160.30699703577338,320.88937829142503,-0.003267658166280829,-0.342343325837136,58211.0234375,0,-0.05042409088409166,-0.18726473463173474
2024-09-01 09:00:00+00:00,58211.0234375,58377.69921875,58156.8671875,58231.26171875,38633472,58292.111049107145,58721.61216517857,58953.0509375,33.036244435981544,58709.869140625,59407.2953658108,58012.4429154392,-228.80374071868573,-174.00634577235587,289.34105674280863,-0.0005042409088409361,-0.7912443008277632,57911.16796875,0,-0.5151180155283626,-0.39550885975153405
2024-09-01 10:00:00+00:00,57911.16796875,58216.703125,57911.16796875,58210.51953125,280508416,58204.99162946428,58671.83575148809,58922.57296875,25.400414546824948,58649.0189453125,59402.85926373376,57895.17862689124,-256.38521127286367,-190.48211887245745,270.48560698934693,-0.005151180155283597,6.260761238337574,58211.90625,1,0.5193096457876386,-0.27900162685125496
2024-09-01 11:00:00+00:00,58211.90625,58211.90625,57860.7265625,57916.4609375,568800256,58175.89453125,58628.20405505953,58895.62625,31.09342925446687,58609.662109375,59368.730624788564,57850.593593961436,-251.0824097613804,-202.60217705024206,205.3208404640322,0.005193096457876356,1.0277475596311518,57983.6640625,0,-0.39208849564173137,0.317516554427867
2024-09-01 12:00:00+00:00,57983.6640625,58296.26171875,57948.4453125,58215.12109375,300807168,58170.66517857143,58579.85267857143,58863.182109375,29.01234567901234,58561.4443359375,59351.882926905666,57771.005744969334,-262.27375634938653,-214.536492910071,201.43532963714782,-0.003920884956417292,-0.471155005949927,58171.45703125,1,0.32387220053492977,-0.19972570874572648
2024-09-01 13:00:00+00:00,58171.45703125,58171.45703125,57825.4921875,57998.83984375,769710080,58165.84765625,58542.87351190476,58838.638984375,34.69166097997834,58521.19296875,59304.59928955529,57737.78664794471,-253.07243275990913,-222.24368088003865,170.40180695957247,0.0032387220053493593,1.5588156197128917,57867.35546875,0,-0.5227676562005918,0.23356834269557009
2024-09-01 14:00:00+00:00,57867.35546875,58169.6640625,57488.2578125,58169.6640625,1774979072,58085.28069196428,58490.05784970238,58805.25453125,31.237148081232263,58468.4056640625,59279.5697294287,57657.241598696295,-267.23815640216344,-231.24257598446366,174.39962167677683,-0.005227676562005956,1.3060358934106722,58180.9140625,1,0.541857479420034,-0.37095202605699396
2024-09-01 15:00:00+00:00,58180.9140625,58334.39453125,57785.00390625,57880.03515625,783691776,58076.78404017857,58454.71558779762,58776.33953125,39.365193242011685,58434.5361328125,59233.6311721534,57635.4410934716,-250.2780424941011,-235.04966928639115,171.0081837677245,0.0054185747942003815,-0.5584783007514806,58176.02734375,0,-0.008399178371021316,0.2604965306320737
2024-09-01 16:00:00+00:00,58176.02734375,58329.34375,58096.109375,58197.78515625,373288960,58071.78459821428,58422.22619047619,58769.988125,43.678799471182245,58395.7630859375,59163.89773367226,57627.62843820274,-234.5278548342394,-234.9453063959608,170.04660821835824,-8.399178371021332e-05,-0.5236788601951592,58067.53515625,0,-0.18648950857187674,-0.20860028569845585
2024-09-01 17:00:00+00:00,58067.53515625,58195.67578125,57893.5390625,58151.7265625,122093568,58094.122767857145,58380.13318452381,58770.645859375,42.12661655032839,58345.2634765625,59055.278055455994,57635.248897669,-228.1699123043727,-233.59022757764322,135.9391803808876,-0.001864895085718743,-0.6729247819169364,58560.828125,1,0.8495159428114718,-0.28510122342859
2024-09-01 18:00:00+00:00,58560.828125,58687.3125,58114.39453125,58114.39453125,505894912,58143.96875,58355.52845982143,58771.9596875,52.222437400928136,58322.6302734375,58968.95862497524,57676.30192189976,-181.23745503993996,-223.11967307010258,196.44791076718047,0.00849515942811463,3.1435017444981215,58474.84765625,0,-0.1468224946656695,0.20857610433799273
2024-09-01 19:00:00+00:00,58474.84765625,58736.03125,58302.47265625,58538.53125,367636480,58214.13783482143,58329.87872023809,58768.839921875,57.683105249536524,58298.10390625,58875.263028679154,57720.94478382084,-149.26045690492174,-208.34782983706643,223.73374245475958,-0.00146822494665666,-0.2732947667993151,58416.31640625,0,-0.10009645573440663,-0.2866876303313918
2024-09-01 20:00:00+00:00,58416.31640625,58612.1171875,58395.38671875,58507.05078125,238755840,58249.11774553572,58303.733072916664,58750.740234375,53.72780428458517,58271.517578125,58765.63068113614,57777.40447511386,-127.17543183276575,-192.11335023620632,218.12283201720498,-0.0010009645573441084,-0.3505654281098546,58363.73046875,0,-0.09001926299887987,-0.2622742485205792
2024-09-01 21:00:00+00:00,58363.73046875,58426.296875,58112.21484375,58426.296875,68499456,58320.02845982143,58275.90866815476,58742.145234375,48.72865665500926,58247.884375,58667.896538338005,57827.872211662,-112.6179404729919,-176.21426828356346,223.40620366354858,-0.0009001926299887497,-0.7130983015954709,57428.62890625,0,-1.6021963554928798,-0.09283198842173912
2024-09-01 22:00:00+00:00,57428.62890625,58349.23046875,57298.91015625,58349.23046875,1551511552,58212.55915178572,58208.87220982143,58710.511875,38.07119478053423,58192.9578125,58730.161987767715,57655.75363723228,-174.52400151857,-175.87621493056477,332.62551000048825,-0.016021963554928798,21.64998355607379,57335.390625,0,-0.16235505361308183,-0.2014434411724036
2024-09-01 23:00:00+00:00,57335.390625,57546.9609375,57268.40625,57281.64453125,1201321984,58092.46819196428,58152.12127976191,58676.576640625,37.36970333491849,58133.6771484375,58770.82834869697,57496.52594817803,-228.47482508236862,-186.39593696092555,424.74896709528747,-0.0016235505361308356,-0.2257086436440533,57307.37890625,0,-0.04885589588673008,-0.2978876305039564
